,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
47,3,1,7,1,0,0,103,562,1450,3,-1,
48,4,1,7,1,1,0,103,562,1450,3,-1,
49,5,1,7,1,1,1,103,562,1450,3,95, 
50,2,1,8,0,0,0,103,497,1,132,-1,
51,3,1,8,1,0,0,103,497,1,132,-1,
52,4,1,8,1,1,0,103,497,1,132,-1,
53,5,1,8,1,1,1,103,497,1,132,95, 
54,2,1,9,0,0,0,118,570,1002,25,-1,
55,3,1,9,1,0,0,118,570,1002,25,-1,
56,4,1,9,1,1,0,118,570,1002,25,-1,
57,5,1,9,1,1,1,118,570,62,19,94,Ward
58,5,1,9,1,1,2,481,570,92,25,96,Hospital
59,5,1,9,1,1,3,1001,570,119,19,96,Consultant
60,2,1,10,0,0,0,465,563,1,66,-1,
61,3,1,10,1,0,0,465,563,1,66,-1,
62,4,1,10,1,1,0,465,563,1,66,-1,
63,5,1,10,1,1,1,465,563,1,66,95, 
64,2,1,11,0,0,0,985,563,1,66,-1,
65,3,1,11,1,0,0,985,563,1,66,-1,
66,4,1,11,1,1,0,985,563,1,66,-1,
67,5,1,11,1,1,1,985,563,1,66,95, 
68,2,1,12,0,0,0,103,627,1450,3,-1,
69,3,1,12,1,0,0,103,627,1450,3,-1,
70,4,1,12,1,1,0,103,627,1450,3,-1,
71,5,1,12,1,1,1,103,627,1450,3,95, 
72,2,1,13,0,0,0,119,668,137,18,-1,
73,3,1,13,1,0,0,119,668,137,18,-1,
74,4,1,13,1,1,0,119,668,137,18,-1,
75,5,1,13,1,1,1,119,668,53,18,96,Dear
76,5,1,13,1,1,2,180,668,76,18,96,Doctor
77,2,1,14,0,0,0,118,730,1407,58,-1,
78,3,1,14,1,0,0,118,730,1407,58,-1,
79,4,1,14,1,1,0,119,730,1406,26,-1,
80,5,1,14,1,1,1,119,731,42,19,96,The
81,5,1,14,1,1,2,169,731,54,19,96,above
82,5,1,14,1,1,3,224,732,98,24,96,"patient,"
83,5,1,14,1,1,4,332,731,32,19,96,who
84,5,1,14,1,1,5,366,732,37,18,96,is
85,5,1,14,1,1,6,412,731,99,25,96,currently
86,5,1,14,1,1,7,519,737,25,13,96,an
87,5,1,14,1,1,8,552,732,106,24,96,in-patient
88,5,1,14,1,1,9,666,731,62,19,96,under
89,5,1,14,1,1,10,736,737,40,19,96,your
90,5,1,14,1,1,11,777,737,67,17,96,"care,"
91,5,1,14,1,1,12,855,732,16,18,96,is
92,5,1,14,1,1,13,880,731,38,19,96,due
93,5,1,14,1,1,14,927,734,20,16,96,to
94,5,1,14,1,1,15,955,731,25,19,96,be
95,5,1,14,1,1,16,989,731,95,19,96,admitted
96,5,1,14,1,1,17,1092,735,20,15,96,to
97,5,1,14,1,1,18,1121,737,38,13,96,one
98,5,1,14,1,1,19,1168,730,23,20,96,of
99,5,1,14,1,1,20,1199,737,35,13,96,our
100,5,1,14,1,1,21,1242,737,45,13,96,care
101,5,1,14,1,1,22,1296,731,76,19,96,homes.
102,5,1,14,1,1,23,1389,732,22,18,96,In
103,5,1,14,1,1,24,1419,731,48,19,96,order
104,5,1,14,1,1,25,1468,731,57,19,96,that
105,4,1,14,1,2,0,118,762,1103,26,-1,
106,5,1,14,1,2,1,118,769,20,13,96,we
107,5,1,14,1,2,2,139,769,57,13,95,can
108,5,1,14,1,2,3,204,762,65,26,95,safely
109,5,1,14,1,2,4,277,763,48,19,97,look
110,5,1,14,1,2,5,333,763,50,19,96,after
111,5,1,14,1,2,6,391,763,91,23,96,"him/her,"
112,5,1,14,1,2,7,491,769,30,13,96,we
113,5,1,14,1,2,8,530,763,51,19,96,need
114,5,1,14,1,2,9,590,769,40,19,96,you
115,5,1,14,1,2,10,639,767,19,15,96,to
116,5,1,14,1,2,11,667,763,49,19,96,send
117,5,1,14,1,2,12,724,769,23,13,96,us
118,5,1,14,1,2,13,756,762,130,20,96,information
119,5,1,14,1,2,14,894,763,53,19,96,about
120,5,1,14,1,2,15,948,763,89,19,96,his/her
121,5,1,14,1,2,16,1045,763,79,19,96,medical
122,5,1,14,1,2,17,1125,763,96,25,96,history.
123,2,1,15,0,0,0,119,826,935,26,-1,
124,3,1,15,1,0,0,119,826,935,26,-1,
125,4,1,15,1,1,0,119,826,935,26,-1,
126,5,1,15,1,1,1,119,827,72,19,96,Please
127,5,1,15,1,1,2,200,833,40,13,96,can
128,5,1,15,1,1,3,248,833,43,19,96,you
129,5,1,15,1,1,4,299,827,53,19,96,send
130,5,1,15,1,1,5,360,833,12,13,96,a
131,5,1,15,1,1,6,381,827,112,25,96,discharge
132,5,1,15,1,1,7,502,833,111,19,96,"summary,"
133,5,1,15,1,1,8,614,827,124,25,96,including
134,5,1,15,1,1,9,746,827,35,19,97,the
135,5,1,15,1,1,10,789,826,110,26,96,following
136,5,1,15,1,1,11,906,826,148,20,96,information:
137,2,1,16,0,0,0,103,884,1449,3,-1,
138,3,1,16,1,0,0,103,884,1449,3,-1,
139,4,1,16,1,1,0,103,884,1449,3,-1,
140,5,1,16,1,1,1,103,884,1449,3,95, 
141,2,1,17,0,0,0,119,893,511,25,-1,
142,3,1,17,1,0,0,119,893,511,25,-1,
143,4,1,17,1,1,0,119,893,511,25,-1,
144,5,1,17,1,1,1,119,893,54,19,96,When
145,5,1,17,1,1,2,174,899,66,13,96,were
146,5,1,17,1,1,3,242,893,69,25,96,they
147,5,1,17,1,1,4,319,893,105,19,96,admitted
148,5,1,17,1,1,5,432,896,21,16,96,to
149,5,1,17,1,1,6,462,899,54,19,96,your
150,5,1,17,1,1,7,524,893,106,25,96,hospital?
151,2,1,18,0,0,0,103,1045,1449,3,-1,
152,3,1,18,1,0,0,103,1045,1449,3,-1,
153,4,1,18,1,1,0,103,1045,1449,3,-1,
154,5,1,18,1,1,1,103,1045,1449,3,95, 
155,2,1,19,0,0,0,103,1078,1449,4,-1,
156,3,1,19,1,0,0,103,1078,1449,4,-1,
157,4,1,19,1,1,0,103,1078,1449,4,-1,
158,5,1,19,1,1,1,103,1078,1449,4,95, 
159,2,1,20,0,0,0,119,1087,520,25,-1,
160,3,1,20,1,0,0,119,1087,520,25,-1,
161,4,1,20,1,1,0,119,1087,520,25,-1,
162,5,1,20,1,1,1,119,1088,85,18,96,Reason
163,5,1,20,1,1,2,212,1087,35,19,96,for
164,5,1,20,1,1,3,255,1087,117,19,96,admission
165,5,1,20,1,1,4,380,1087,44,19,96,and
166,5,1,20,1,1,5,432,1087,91,19,96,medical
167,5,1,20,1,1,6,532,1087,107,25,96,diagnosis
168,2,1,21,0,0,0,103,1336,1449,3,-1,
169,3,1,21,1,0,0,103,1336,1449,3,-1,
170,4,1,21,1,1,0,103,1336,1449,3,-1,
171,5,1,21,1,1,1,103,1336,1449,3,95, 
172,2,1,22,0,0,0,103,1369,1449,3,-1,
173,3,1,22,1,0,0,103,1369,1449,3,-1,
174,4,1,22,1,1,0,103,1369,1449,3,-1,
175,5,1,22,1,1,1,103,1369,1449,3,95, 
176,2,1,23,0,0,0,119,1376,368,26,-1,
177,3,1,23,1,0,0,119,1376,368,26,-1,
178,4,1,23,1,1,0,119,1376,368,26,-1,
179,5,1,23,1,1,1,119,1378,50,18,96,Past
180,5,1,23,1,1,2,177,1377,91,19,95,medical
181,5,1,23,1,1,3,276,1377,82,25,96,history
182,5,1,23,1,1,4,367,1376,25,26,96,(if
183,5,1,23,1,1,5,400,1377,87,25,96,known)
184,2,1,24,0,0,0,103,1658,1449,3,-1,
185,3,1,24,1,0,0,103,1658,1449,3,-1,
186,4,1,24,1,1,0,103,1658,1449,3,-1,
187,5,1,24,1,1,1,103,1658,1449,3,95, 
188,2,1,25,0,0,0,103,1691,1449,3,-1,
189,3,1,25,1,0,0,103,1691,1449,3,-1,
190,4,1,25,1,1,0,103,1691,1449,3,-1,
191,5,1,25,1,1,1,103,1691,1449,3,95, 
192,2,1,26,0,0,0,119,1699,207,25,-1,
193,3,1,26,1,0,0,119,1699,207,25,-1,
194,4,1,26,1,1,0,119,1699,207,25,-1,
195,5,1,26,1,1,1,119,1700,102,24,96,Progress
196,5,1,26,1,1,2,229,1705,28,13,95,on
197,5,1,26,1,1,3,265,1699,61,19,95,ward
198,2,1,27,0,0,0,103,1948,1449,3,-1,
199,3,1,27,1,0,0,103,1948,1449,3,-1,
200,4,1,27,1,1,0,103,1948,1449,3,-1,
201,5,1,27,1,1,1,103,1948,1449,3,95, 
202,2,1,28,0,0,0,103,1981,1449,4,-1,
203,3,1,28,1,0,0,103,1981,1449,4,-1,
204,4,1,28,1,1,0,103,1981,1449,4,-1,
205,5,1,28,1,1,1,103,1981,1449,4,95, 
206,2,1,29,0,0,0,102,885,3,1324,-1,
207,3,1,29,1,0,0,102,885,3,1324,-1,
208,4,1,29,1,1,0,102,885,3,1324,-1,
209,5,1,29,1,1,1,102,885,3,1324,95, 
210,2,1,30,0,0,0,120,1990,304,19,-1,
211,3,1,30,1,0,0,120,1990,304,19,-1,
212,4,1,30,1,1,0,120,1990,304,19,-1,
213,5,1,30,1,1,1,120,1991,85,18,96,Current
214,5,1,30,1,1,2,207,1990,99,19,96,clinical
215,5,1,30,1,1,3,315,1990,109,19,96,condition
216,2,1,31,0,0,0,103,2206,1449,4,-1,
217,3,1,31,1,0,0,103,2206,1449,4,-1,
218,4,1,31,1,1,0,103,2206,1449,4,-1,
219,5,1,31,1,1,1,103,2206,1449,4,95, 
220,2,1,32,0,0,0,1551,497,2,132,-1,
221,3,1,32,1,0,0,1551,497,2,132,-1,
222,4,1,32,1,1,0,1551,497,2,132,-1,
223,5,1,32,1,1,1,1551,497,2,132,95, 
224,2,1,33,0,0,0,1549,885,4,1324,-1,
225,3,1,33,1,0,0,1549,885,4,1324,-1,
226,4,1,33,1,1,0,1549,885,4,1324,-1,
227,5,1,33,1,1,1,1549,885,4,1324,95,
228,1,2,0,0,0,0,0,0,1654,2339,-1,
229,2,2,1,0,0,0,103,118,1449,2,-1,
230,3,2,1,1,0,0,103,118,1449,2,-1,
231,4,2,1,1,1,0,103,118,1449,2,-1,
232,5,2,1,1,1,1,103,118,1449,2,95, 
233,2,2,2,0,0,0,119,125,497,26,-1,
234,3,2,2,1,0,0,119,125,497,26,-1,
235,4,2,2,1,1,0,119,125,497,26,-1,
236,5,2,2,1,1,1,119,126,114,25,95,Prognosis
237,5,2,2,1,1,2,242,126,43,19,96,and
238,5,2,2,1,1,3,293,129,111,22,96,prospects
239,5,2,2,1,1,4,412,125,35,20,96,for
240,5,2,2,1,1,5,455,126,161,19,96,rehabilitation
241,2,2,3,0,0,0,103,343,1449,2,-1,
242,3,2,3,1,0,0,103,343,1449,2,-1,
243,4,2,3,1,1,0,103,343,1449,2,-1,
244,5,2,3,1,1,1,103,343,1449,2,95, 
245,2,2,4,0,0,0,103,377,1449,1,-1,
246,3,2,4,1,0,0,103,377,1449,1,-1,
247,4,2,4,1,1,0,103,377,1449,1,-1,
248,5,2,4,1,1,1,103,377,1449,1,95, 
249,2,2,5,0,0,0,119,384,451,25,-1,
250,3,2,5,1,0,0,119,384,451,25,-1,
251,4,2,5,1,1,0,119,384,451,25,-1,
252,5,2,5,1,1,1,119,384,94,19,95,Relevant
253,5,2,5,1,1,2,214,384,142,25,96,laboratory
254,5,2,5,1,1,3,364,384,84,23,96,"results,"
255,5,2,5,1,1,4,456,390,74,19,96,x-rays
256,5,2,5,1,1,5,538,387,32,16,96,etc
257,2,2,6,0,0,0,103,602,1449,1,-1,
258,3,2,6,1,0,0,103,602,1449,1,-1,
259,4,2,6,1,1,0,103,602,1449,1,-1,
260,5,2,6,1,1,1,103,602,1449,1,95, 
261,2,2,7,0,0,0,103,635,1449,1,-1,
262,3,2,7,1,0,0,103,635,1449,1,-1,
263,4,2,7,1,1,0,103,635,1449,1,-1,
264,5,2,7,1,1,1,103,635,1449,1,95, 
265,2,2,8,0,0,0,120,643,233,19,-1,
266,3,2,8,1,0,0,120,643,233,19,-1,
267,4,2,8,1,1,0,120,643,233,19,-1,
268,5,2,8,1,1,1,120,644,95,18,96,Current
269,5,2,8,1,1,2,223,643,130,19,96,medication
270,2,2,9,0,0,0,103,860,1449,1,-1,
271,3,2,9,1,0,0,103,860,1449,1,-1,
272,4,2,9,1,1,0,103,860,1449,1,-1,
273,5,2,9,1,1,1,103,860,1449,1,95, 
274,2,2,10,0,0,0,103,893,1449,1,-1,
275,3,2,10,1,0,0,103,893,1449,1,-1,
276,4,2,10,1,1,0,103,893,1449,1,-1,
277,5,2,10,1,1,1,103,893,1449,1,95, 
278,2,2,11,0,0,0,119,901,317,25,-1,
279,3,2,11,1,0,0,119,901,317,25,-1,
280,4,2,11,1,1,0,119,901,317,25,-1,
281,5,2,11,1,1,1,119,902,169,24,96,Arrangements
282,5,2,11,1,1,2,297,904,21,16,97,to
283,5,2,11,1,1,3,327,901,71,19,96,follow
284,5,2,11,1,1,4,406,907,30,19,96,up
285,2,2,12,0,0,0,103,1118,1449,1,-1,
286,3,2,12,1,0,0,103,1118,1449,1,-1,
287,4,2,12,1,1,0,103,1118,1449,1,-1,
288,5,2,12,1,1,1,103,1118,1449,1,95, 
289,2,2,13,0,0,0,103,1152,1449,1,-1,
290,3,2,13,1,0,0,103,1152,1449,1,-1,
291,4,2,13,1,1,0,103,1152,1449,1,-1,
292,5,2,13,1,1,1,103,1152,1449,1,95, 
293,2,2,14,0,0,0,119,1160,131,18,-1,
294,3,2,14,1,0,0,119,1160,131,18,-1,
295,4,2,14,1,1,0,119,1160,131,18,-1,
296,5,2,14,1,1,1,119,1160,60,18,74,Your
297,5,2,14,1,1,2,187,1165,63,13,96,name
298,2,2,15,0,0,0,103,1217,1449,1,-1,
299,3,2,15,1,0,0,103,1217,1449,1,-1,
300,4,2,15,1,1,0,103,1217,1449,1,-1,
301,5,2,15,1,1,1,103,1217,1449,1,95, 
302,2,2,16,0,0,0,103,1250,1449,2,-1,
303,3,2,16,1,0,0,103,1250,1449,2,-1,
304,4,2,16,1,1,0,103,1250,1449,2,-1,
305,5,2,16,1,1,1,103,1250,1449,2,95, 
306,2,2,17,0,0,0,119,1258,284,25,-1,
307,3,2,17,1,0,0,119,1258,284,25,-1,
308,4,2,17,1,1,0,119,1258,284,25,-1,
309,5,2,17,1,1,1,119,1259,60,18,96,Your
310,5,2,17,1,1,2,187,1258,62,25,93,bleep
311,5,2,17,1,1,3,257,1258,110,19,92,no/Phone
312,5,2,17,1,1,4,376,1264,27,13,95,no
313,2,2,18,0,0,0,103,1316,1449,1,-1,
314,3,2,18,1,0,0,103,1316,1449,1,-1,
315,4,2,18,1,1,0,103,1316,1449,1,-1,
316,5,2,18,1,1,1,103,1316,1449,1,95, 
317,2,2,19,0,0,0,103,1349,1449,1,-1,
318,3,2,19,1,0,0,103,1349,1449,1,-1,
319,4,2,19,1,1,0,103,1349,1449,1,-1,
320,5,2,19,1,1,1,103,1349,1449,1,95, 
321,2,2,20,0,0,0,103,118,1,1298,-1,
322,3,2,20,1,0,0,103,118,1,1298,-1,
323,4,2,20,1,1,0,103,118,1,1298,-1,
324,5,2,20,1,1,1,103,118,1,1298,95, 
325,2,2,21,0,0,0,120,1356,1085,25,-1,
326,3,2,21,1,0,0,120,1356,1085,25,-1,
327,4,2,21,1,1,0,120,1356,1085,25,-1,
328,5,2,21,1,1,1,120,1356,78,25,95,Signed
329,5,2,21,1,1,2,1151,1357,54,18,96,Date
330,2,2,22,0,0,0,1135,1349,1,67,-1,
331,3,2,22,1,0,0,1135,1349,1,67,-1,
332,4,2,22,1,1,0,1135,1349,1,67,-1,
333,5,2,22,1,1,1,1135,1349,1,67,95, 
334,2,2,23,0,0,0,103,1414,1449,2,-1,
335,3,2,23,1,0,0,103,1414,1449,2,-1,
336,4,2,23,1,1,0,103,1414,1449,2,-1,
337,5,2,23,1,1,1,103,1414,1449,2,95, 
338,2,2,24,0,0,0,119,1437,1352,58,-1,
339,3,2,24,1,0,0,119,1437,1352,58,-1,
340,4,2,24,1,1,0,119,1437,1352,26,-1,
341,5,2,24,1,1,1,119,1439,25,18,96,In
342,5,2,24,1,1,2,152,1438,36,19,96,the
343,5,2,24,1,1,3,196,1438,99,19,96,interests
344,5,2,24,1,1,4,303,1437,22,20,96,of
345,5,2,24,1,1,5,333,1438,82,25,96,patient
346,5,2,24,1,1,6,423,1438,68,25,96,safety
347,5,2,24,1,1,7,500,1438,72,19,96,he/she
348,5,2,24,1,1,8,580,1438,43,19,96,will
349,5,2,24,1,1,9,631,1441,37,16,96,not
350,5,2,24,1,1,10,676,1438,27,19,96,be
351,5,2,24,1,1,11,711,1438,105,19,96,admitted
352,5,2,24,1,1,12,824,1441,22,16,96,to
353,5,2,24,1,1,13,854,1438,136,25,93,Nightingale
354,5,2,24,1,1,14,1000,1439,145,18,92,Hammerson
355,5,2,24,1,1,15,1153,1438,54,19,96,until
356,5,2,24,1,1,16,1215,1444,32,13,96,we
357,5,2,24,1,1,17,1255,1438,54,19,96,have
358,5,2,24,1,1,18,1317,1444,55,19,96,your
359,5,2,24,1,1,19,1380,1438,91,19,96,medical
360,4,2,24,1,2,0,119,1473,80,22,-1,
361,5,2,24,1,2,1,119,1473,80,22,96,report.
362,2,2,25,0,0,0,1550,118,2,1298,-1,
363,3,2,25,1,0,0,1550,118,2,1298,-1,
364,4,2,25,1,1,0,1550,118,2,1298,-1,
365,5,2,25,1,1,1,1550,118,2,1298,95, 
366,2,2,26,0,0,0,122,1534,1428,2,-1,
367,3,2,26,1,0,0,122,1534,1428,2,-1,
368,4,2,26,1,1,0,122,1534,1428,2,-1,
369,5,2,26,1,1,1,122,1534,1428,2,95, 
370,2,2,27,0,0,0,145,1584,1101,83,-1,
371,3,2,27,1,0,0,145,1584,1101,83,-1,
372,4,2,27,1,1,0,145,1584,1101,25,-1,
373,5,2,27,1,1,1,145,1584,95,19,91,Doctor’s
374,5,2,27,1,1,2,250,1584,332,25,0,Signature..............ccceeceeeee
375,5,2,27,1,1,3,589,1600,21,3,0,eee
376,5,2,27,1,1,4,617,1600,12,3,0,ee
377,5,2,27,1,1,5,635,1600,31,3,0,cece
378,5,2,27,1,1,6,672,1600,12,3,1,ee
379,5,2,27,1,1,7,695,1585,57,18,79,Date:
380,5,2,27,1,1,8,765,1600,68,3,0,oo...
381,5,2,27,1,1,9,839,1600,188,3,0,ceeeceeeeeeneeeee
382,5,2,27,1,1,10,1033,1600,11,3,0,ee
383,5,2,27,1,1,11,1076,1584,92,25,96,Hospital
384,5,2,27,1,1,12,1178,1585,68,24,96,Stamp
385,4,2,27,1,2,0,145,1648,899,19,-1,
386,5,2,27,1,2,1,145,1649,64,18,96,Name
387,5,2,27,1,2,2,218,1648,25,19,82,of
388,5,2,27,1,2,3,248,1649,77,18,91,Doctor
389,5,2,27,1,2,4,335,1664,139,3,0,.............ccc
390,5,2,27,1,2,5,480,1664,31,3,0,cece
391,5,2,27,1,2,6,517,1664,22,3,0,eee
392,5,2,27,1,2,7,545,1664,40,3,0,cece
393,5,2,27,1,2,8,591,1664,31,3,0,cece
394,5,2,27,1,2,9,628,1664,40,3,0,eee
395,5,2,27,1,2,10,675,1664,21,3,4,eee
396,5,2,27,1,2,11,702,1664,68,3,0,eeeeeeea
397,5,2,27,1,2,12,777,1664,30,3,12,seen
398,5,2,27,1,2,13,814,1664,206,3,0,eeeeesaeeeaeesneeeneege
399,5,2,27,1,2,14,1026,1664,18,3,4,ees
400,2,2,28,0,0,0,145,1712,902,25,-1,
401,3,2,28,1,0,0,145,1712,902,25,-1,
402,4,2,28,1,1,0,145,1712,902,25,-1,
403,5,2,28,1,1,1,145,1712,92,25,90,Hospital
404,5,2,28,1,1,2,248,1728,142,3,0,0.0.0...
405,5,2,28,1,1,3,396,1728,68,3,0,cee
406,5,2,28,1,1,4,471,1728,21,3,11,eee
407,5,2,28,1,1,5,498,1728,21,3,0,eec
408,5,2,28,1,1,6,526,1728,21,3,0,eee
409,5,2,28,1,1,7,554,1728,21,3,0,eee
410,5,2,28,1,1,8,582,1728,21,3,0,ee
411,5,2,28,1,1,9,609,1728,96,3,0,eeeeeeeaeee
412,5,2,28,1,1,10,711,1728,21,3,0,eee
413,5,2,28,1,1,11,739,1728,308,3,0,eeeeneeeeeeeeeeeeeeeeeenegeneenee
414,2,2,29,0,0,0,145,1776,902,19,-1,
415,3,2,29,1,0,0,145,1776,902,19,-1,
416,4,2,29,1,1,0,145,1776,902,19,-1,
417,5,2,29,1,1,1,145,1776,42,19,0,Teht
418,5,2,29,1,1,2,199,1792,59,3,6,oe
419,5,2,29,1,1,3,264,1792,104,3,0,ececcec
420,5,2,29,1,1,4,375,1792,12,3,0,ee
421,5,2,29,1,1,5,393,1792,22,3,0,cee
422,5,2,29,1,1,6,421,1792,21,3,0,tee
423,5,2,29,1,1,7,449,1792,104,3,0,eeeeeeeeeee
424,5,2,29,1,1,8,560,1792,21,3,0,eee
425,5,2,29,1,1,9,588,1792,459,3,0,eeeeeeeaeeeeeeeeeeeeeeeeeeeeeeeeeaeeeeeeaeeaeeens
426,2,2,30,0,0,0,141,1836,911,27,-1,
427,3,2,30,1,0,0,141,1836,911,27,-1,
428,4,2,30,1,1,0,141,1836,911,27,-1,
429,5,2,30,1,1,1,141,1836,911,27,95, 
430,2,2,31,0,0,0,122,1534,2,369,-1,
431,3,2,31,1,0,0,122,1534,2,369,-1,
432,4,2,31,1,1,0,122,1534,2,369,-1,
433,5,2,31,1,1,1,122,1534,2,369,95, 
434,2,2,32,0,0,0,122,1901,1428,2,-1,
435,3,2,32,1,0,0,122,1901,1428,2,-1,
436,4,2,32,1,1,0,122,1901,1428,2,-1,
437,5,2,32,1,1,1,122,1901,1428,2,95, 
438,2,2,33,0,0,0,608,1935,433,78,-1,
439,3,2,33,1,0,0,608,1935,433,78,-1,
440,4,2,33,1,1,0,608,1935,433,28,-1,
441,5,2,33,1,1,1,608,1935,102,27,96,Please
442,5,2,33,1,1,2,722,1940,106,22,96,return
443,5,2,33,1,1,3,840,1935,58,27,95,this
444,5,2,33,1,1,4,909,1935,81,27,95,form
445,5,2,33,1,1,5,1001,1940,40,23,96,to:
446,4,2,33,1,2,0,670,1980,312,33,-1,
447,5,2,33,1,2,1,670,1980,158,27,96,Residents
448,5,2,33,1,2,2,841,1980,141,33,96,"Services,"
449,2,2,34,0,0,0,266,2025,1120,61,-1,
450,3,2,34,1,0,0,266,2025,1120,61,-1,
451,4,2,34,1,1,0,266,2025,1120,36,-1,
452,5,2,34,1,1,1,266,2025,190,36,93,Nightingale
453,5,2,34,1,1,2,468,2026,212,32,91,"Hammerson,"
454,5,2,34,1,1,3,695,2026,54,26,96,105
455,5,2,34,1,1,4,761,2025,189,36,96,Nightingale
456,5,2,34,1,1,5,963,2026,91,32,96,"Lane,"
457,5,2,34,1,1,6,1067,2025,127,27,92,London
458,5,2,34,1,1,7,1207,2026,96,27,89,SW12
459,5,2,34,1,1,8,1315,2026,71,26,91,8NB
460,4,2,34,1,2,0,539,2067,575,19,-1,
461,5,2,34,1,2,1,539,2067,37,19,96,Tel
462,5,2,34,1,2,2,585,2068,40,18,96,020
463,5,2,34,1,2,3,634,2068,53,18,96,8673
464,5,2,34,1,2,4,696,2068,54,18,95,3495
465,5,2,34,1,2,5,897,2068,44,18,93,Fax
466,5,2,34,1,2,6,949,2068,40,18,93,020
467,5,2,34,1,2,7,998,2068,54,18,96,8675
468,5,2,34,1,2,8,1061,2068,53,18,96,2258
469,2,2,35,0,0,0,119,2115,1343,87,-1,
470,3,2,35,1,0,0,119,2115,1343,87,-1,
471,4,2,35,1,1,0,542,2115,570,23,-1,
472,5,2,35,1,1,1,542,2115,122,23,93,Nightingale
473,5,2,35,1,1,2,671,2116,131,16,90,Hammerson
474,5,2,35,1,1,3,809,2125,13,2,84,—
475,5,2,35,1,1,4,829,2115,113,23,96,Registered
476,5,2,35,1,1,5,949,2115,81,22,96,Charity
477,5,2,35,1,1,6,1039,2115,73,17,96,207316
478,4,2,35,1,2,0,1272,2141,190,29,-1,
479,5,2,35,1,2,1,1272,2141,62,29,0,y
480,5,2,35,1,2,2,1346,2148,116,18,93,INVESTORS
481,4,2,35,1,3,0,119,2168,1342,34,-1,
482,5,2,35,1,3,1,119,2186,32,16,95,Jan
483,5,2,35,1,3,2,159,2185,48,17,92,2015
484,5,2,35,1,3,3,1272,2168,51,30,3,Xv
485,5,2,35,1,3,4,1320,2168,46,22,92,IN
486,5,2,35,1,3,5,1377,2173,84,18,96,PEOPLE
